production_companies,revenue,cantidad_peliculas
Millimeter Films,506598.6666666667,3
Mimosa Films,30000000.0,3
Mimran Schur Pictures,10504137.75,14
Mindel-Shaw Productions,254694.33333333334,3
Mindfire Entertainment,3534597.5833333335,18
Mindhunters (UK) Limited,2114882.9,10
Mindhunters Productie BV,2114882.9,10
Mindshare Media,151667.20833333334,14
Mindstream Productions,888166.5,2
Minerva Picture Company Ltd.,17615.3,10
Minerva Productions,2755.0,3
Ming Productions,1480000.0,19
Ministerio de Cultura,10021853.63131313,69
Ministero per i Beni e le Attività Culturali,1615821.5,7
Ministero per i Beni e le Attività Culturali (MiBAC),923574.8888888889,179
Ministry of Culture of the Russian Federation,4080933.0,10
Ministry of Film,8389.0,8
Ministry of Propaganda Films,478145.3333333333,3
Ministère de la Culture,799044.3333333334,26
Ministère des Affaires étrangères et du Développement International,944797.5294117647,54
Ministère du Développement Durable et de la Mer,1212900.375,16
Minotaur Film Partnership No. 3,272870.1111111111,9
Mint Pictures,45257.2,5
Mirabai Films,12550998.67857143,20
Mirabelle Pictures,48030.444444444445,22
Mirabelle Pictures Productions,34936.666666666664,3
Miracle Communications Ltd.,3333333.3333333335,3
Miracle Mile Productions Inc.,572702.0,2
Miracle Pictures,4884634.5,13
Mirae Asset Capital,928909.1428571428,11
Mirage,3162999.3333333335,6
Mirage Enterprises,523526397.4388889,87
Mirage Entertainment,64249602.5,4
Mirage Films,4621570.0,2
Mirage Studios,19121799.0,5
Miramax,248929314.80952382,97
Miramax Films,2122814669.8833334,495
Mirisch Corporation,29952741.833333336,30
Mirisch Films,500000.0,8
Mirisch Films Limited,6184117.0,2
Mirisch G-E Productions,5439053.5,2
Mirisch Pictures,14552274.0,3
Miscellaneous Entertainment,3000000.0,8
Misha Films,30503087.0,6
Misher Films,136447793.1190476,41
Mission Films,22.0,2
Mission Pictures,6584159.0,7
Mississippix Studios,900.0,5
Mistress Inc.,23859.0,1
Misty Mountains,10464703.0,6
Mitsubishi,80265620.13095239,30
Mitsubishi Motors Corporation,16959702.85714286,12
Mitsubishi Shoji,29099050.9,11
Mitteldeutsche Medienförderung (MDM),12881460.869444443,96
Miyagi Television Broadcasting,54515.88888888889,25
Mm...Buttered Panini Productions,754074.3333333334,6
Mobicom Entertainment,166718.0,3
Mobius International,1286.125,8
Mobra Films,330441.2916666666,26
Mockingbird Pictures,543515.0,19
Mod Producciones,12713839.023809524,31
Modern People,1938737.0,3
Modern VideoFilm,833333.3333333334,3
Moguletta,11926948.6,10
Moho Film,18012850.4,8
Moho Films,7754982.571428571,15
Molinare Investment,51776443.625,18
Molinare Studios,8448333.333333334,40
Mollywood,6000652.909090909,55
Momentum Films,1.5555555555555556,10
Momentum Pictures,51776443.625,14
Mon Voisin Productions,1092380.4444444445,10
Monarch Pictures,29905735.666666664,11
Monarchy Enterprises B.V.,65227799.46666667,14
Monarchy Enterprises S.a.r.l.,83910457.66161616,26
Mondofin B.V.,27.666666666666668,3
Mongrel Media,309818.05555555556,36
Monica Beach Media,664747.0,1
Monkey Dance Productions,49293514.333333336,3
MonkeyBoy,952463.0555555555,13
Monkeypaw Productions,84144750.0,3
Monofonus Press,1675.0,4
Monolith Films,2657592.125,11
Monolith Pictures (III),57233714.4,5
Monophonic Inc.,835482.0,3
Monsoon Films Private Limited,518500.0,18
Monsoon Pictures,884490.25,4
Montauk Productions,2008.5,4
Montecito Picture Company,124517925.37142858,39
Monterey Productions,3004000.0,3
Montoro Productions Ltd.,239669.2,10
Moonlighting Films,63366578.78787879,43
Moonrise,13652633.2,5
Moonstone Entertainment,2730136.0,18
Mooseport Productions,3500000.0,4
Morabito Picture Company,301605.63636363635,11
Morag Loves Company,1715009.0,20
Morbido Films,1511.3333333333333,3
More Films,740975.5,4
Morena Films,5520879.25,106
Morgan Creek Productions,748957229.6666667,138
Morpheus,992519.5,4
Mosaic,24889864.0,2
Mosaic Media Group,515291469.93333334,77
Mosfilm,7613109.833333334,244
Mostow/Lieberman Productions,82811270.71428572,13
Motel Films,1540768.705882353,34
Motel Movies,15375743.214285715,18
Motion Investment Group,1552424.330882353,44
Motion Picture Associates,61350000.0,2
Motion Picture BETA Produktionsgesellschaft,88564827.6,5
Motion Picture Corporation of America,16804905.0,18
Motion Picture Corporation of America (MPCA),123638054.25,61
Motion Picture ETA Produktionsgesellschaft,32758901.8,5
Motion Picture JOTA Produktions,27157487.166666668,6
Motion Picture KAPPA Produktionsgesellschaft,24222499.5,4
Motion Picture Production GmbH & Co. Erste KG,38220261.333333336,3
Motion Picture THETA Produktionsgesellschaft,57700043.4,5
Motlys,1866592.3333333335,29
Motorino Amaranto,5029665.0,6
Motown Productions,19109287.833333336,14
Mott Street Pictures,4491549.444444444,9
Moulin Productions Inc.,5200000.0,2
Mount Film Group,47781.25,4
Movic,2222222.222222222,39
Movie Central,5362717.25,50
Movie Central Network,1651872.381868132,79
Movie Package Company (MPC),239340.14285714287,17
Movie Prose,259333.75,4
MovieBank,11984.0,6
Moviecorp VI,1397200.0,4
Moviemakers Productions (MMP),1322856.0,5
Movieworld Productions,2469992.75,4
Moving Picture Company (MPC),1289245002.6285715,61
Moving Pictures,63050906.6,26
Moving Pictures Film and Television,102470.0,2
Movision,13153.714285714286,21
Movistar+,1000000.0,25
Moxie Pictures,1079520.5,4
Mpower Pictures,7343438.454545454,28
Mr. Mudd Production,23953252.0,22
Mr. Smith Productions,22641355.25,4
Mr. Tamborine Man,126949.5,2
Mrs. Brisby Ltd.,3666433.25,4
MuchMusic,57622.25,8
Muhan Investment,928909.1428571428,10
Mulholland Pictures BV,2243572.4285714286,10
Multimedia Est,3444.3333333333335,13
Multimedia Gesellschaft für Audiovisuelle Information mbH,1571381.5,5
Mundy Lane Entertainment,19754204.0,4
Munich Film Partners & Company (MFP) GHS Productions,10055682.25,4
Munich Film Partners & Company (MFP) MI2 Productions,182129368.33333334,3
Munich Film Partners & Company (MFP) ROE Production,23666666.666666668,3
Munich Film Partners New Century & Company (MFP) Core Productions,12368044.5,6
Muse Entertainment,1681562.1666666667,9
Muse Entertainment Enterprises,3060978.0,45
Muse Productions,15405340.05,40
Museum Canada Productions,68851028.33333333,6
Mushroom Pictures,78728.33333333333,3
Muskat Filmed Properties,697795.0833333334,14
Mutant Enemy Productions,33243040.0,2
Mutual Film Company,348282962.9928571,95
Mypheduh Films,384557.0,7
Myriad Pictures,16461876.55,81
Myriapod Productions,10068.0,1
Mysterious Arts,7162252.333333333,3
Mystery Clock Cinema,69644057.8,15
Mythic International Entertainment,2049.0,16
Mythology Entertainment (II),52188868.916666664,7
Myung Film Company,21075.0,5
Mélusine Productions,95280.22222222222,15
Möbius Entertainment,1286.125,10
N1 European Film Produktions GmbH & Co. KG,3853602.0,25
NALA Films,6143507.25,17
NASA Entertainment,6909.333333333333,3
NBA Entertainment,38585.0,9
NBB Unit One Film Partners,3501916.6666666665,6
NBC Productions,2798133.5,18
NBC Universal Global Networks,5830488.5,4
NDE Productions,8720400.0,6
NDF International,2054547.5,14
NEST Family Entertainment,2433400.6666666665,12
NEW,2129768.0,3
NEW Century,21880491.5,6
NFH Productions,17746607.666666664,16
NG Production,1533609.5,4
NHK,47781.25,41
NPV Entertainment,643838435.1047618,128
NT2 Productions,76227194.66666667,6
NVSH Productions,276170.5,4
NWR Film Productions,5106.333333333333,15
Nadiadwala Grandson Entertainment,2950000.0,12
Nadiadwala Grandsons,10000000.0,3
Naked City Films,887464.0,6
Namco,483500.0,2
Nancy Tenenbaum Films,82611011.25,4
Nanking Military Area Command Of The TV Art Centre,26666666.666666668,3
Nanny McPhee Productions,20414970.333333332,6
Napoleon Pictures Limited,7686349.5,6
Narrow Bridge Films,6.0,1
Natant,15452558.666666666,3
Natexis Banques Populaires Images,11792150.666666666,6
National Broadcasting Company (NBC),4.0,4
National Film & Video Foundation of South Africa,2469992.75,4
National Film Board of Canada (NFB),176878.6,61
National Film Development Corporation of India,12956314.833333334,16
National Film Development Corporation of India (NFDC),297149.4285714286,9
National Film Finance Corporation (NFFC),7280859.833333333,18
National Film Trustee Company,1257237.0,11
National Geographic Entertainment,11365421.0,15
National Geographic Films,20742422.410714287,15
National Geographic Society,5861494.333333333,6
National Lampoon Productions,263500.0,11
National Lottery,490809.35555555555,31
National Lottery through UK Film Council,1241587.8015873015,37
National Wildlife Federation,1823792.0,7
Native Pictures Productions,10385145.0,3
Natural Nylon Entertainment,10016871.666666666,24
Nazira,251269.33333333334,3
Neal H. Moritz Productions,22156110.666666668,3
Neal Street Productions,49766481.03333333,39
Necropia,7398633.6,5
Nederlands Fonds voor de Film,2766909.871657754,92
Nederlandse Programma Stichting (NPS),910077.6892230577,54
Negod-Gwad Productions,384557.0,10
Neighborhood Watch,64596.0,4
Nelson Entertainment,77045853.04166667,44
Nelvana Limited,11601334.0,7
Nemperor,45257.2,5
Neo Art & Logic,11219636.666666668,45
NeoReel,164287372.99285713,16
Neon,604269.0,15
Nepenthe Productions,1783554.0,18
Nephilim Producciones,2107925.0,4
NetFlix,16362601.333333334,56
Netter Productions,33518356.5,16
Neue Constantin Film,80743.75,17
Neue Road Movies,2439479.5,21
Neufeld Rehme Productions,37426463.0,4
Neunte Babelsberg Film,15945519.5,4
Never Been Kissed Productions,21141307.5,4
Neverland Films,7713596.0,6
New Amsterdam Entertainment,20501792.53333333,13
New Artists Alliance,6537.666666666667,24
New Breed Productions,5994234.5,2
New Century Entertainment Corporation,1166666.6666666667,8
New Century Productions,5769006.333333333,5
New Crime Productions,21524087.333333332,9
New Deal Productions,40888626.0,10
New Galactic,21409.0,3
New Holland Pictures,2711677.0,8
New Horizon Picture Corp.,1753979.0,4
New Legacy,52201112.3,9
New Line Cinema,8632756843.953968,719
New Line Productions,49622945.0,5
New Picture Company,31770478.0,3
New Real Films,417461.0,10
New Redemption Pictures,14089995.0,4
New Regency Pictures,886961165.1433622,284
New South Wales Film & Television Office,29175000.0,43
New South Wales Film Corp.,330268.5,16
New Star Entertainment,6188204.333333333,3
New Upstairs Productions,11576211.2,5
New Visions Pictures,27107708.0,7
New Wave Entertainment,8764577.933333334,46
New Wave Productions,750000.0,1
New World Pictures,65037842.0,112
New Zealand Film Commission,4284072.916666666,53
New Zealand Large Budget Screen Production Grant,15587597.666666666,6
New Zealand Motor Corporation,233333.33333333334,6
New Zealand On Air,733708.6666666666,10
New Zealand Post Digital and Visual Effects Grant,21081961.1,10
New Zealand Railways,233333.33333333334,6
New Zealand United,233333.33333333334,6
Newbridge Film Capital,13009137.5,6
Newcomm,61014.0,8
Newgrange Pictures,3033333.3333333335,17
Newman-Foreman Productions,34102963.0,3
Newman/Tooley Films,56086751.333333336,14
Newmarket Capital Group,145452163.4952381,78
Newmarket Films,60378584.0,1
News On Request (NOR),283523.14285714284,7
Next Entertainment,73427408.0,34
Next Entertainment World,5595766.0,10
Next Wave Films,24241.0,2
Next Wednesday Productions,7012547.25,15
Nextainment Pictures (Wuxi),14600739.285714285,7
Nexus Factory,1613888.0,82
Niama Film,40239.0,5
Nibariki,58644537.21428572,16
Nic Arts,1500000.0,3
Niccol Films,9788011.5,2
Nice Guys,10464703.0,6
Nicholas Sparks Productions,9365445.5,2
Nick Wechsler Productions,67491215.6,40
Nickelodeon Animation Studios,51932338.666666664,11
Nickelodeon Movies,739983078.825,125
Nicolas Entertainment,5765562.0,4
Nides/McCormick Productions,10055682.25,4
Nigel Productions,7476809.2,5
Night Chronicles,8395793.75,4
Night Fox Entertainment,17351.571428571428,7
Night Light Films,10000000.0,3
Night and Day Pictures,22179430.0,10
Nightfall Productions,26751302.666666668,3
Nihon Ad Systems,203067.8,10
Nihon Ad Systems (NAS),3241156.6666666665,9
Nikkatsu,66749.0,148
Nikolaus Geyrhalter Filmproduktion,208475.0,14
Nimar Studios,213247762.19047618,44
Nimbus Film Productions,3605594.8476190474,84
Nina Saxon Film Design,141364619.16666666,18
Nine Yards Productions,22087905.333333332,12
Nine Yards Two Productions,4359296.833333333,6
Ninjas Runnin' Wild Productions,15678838.0,6
Nintendo,72401127.95454545,55
Nippon Film Development and Finance Inc.,10424824.5,6
Nippon Herald Films,3121769.8,25
Nippon Shuppan Hanbai (Nippan) K.K.,4166666.6666666665,24
Nippon Television Network (NTV),90834135.96031746,62
Nippon Television Network Corporation (NTV),3.75,54
Nitrogen Studios Canada,32972331.5,11
Nix Films,53716.3891025641,52
No Dream Cinema,84509.0,23
No Frills Film Production,34083098.0,4
No Limit Films,3016999.5,4
No Such Productions,62662459.0,4
No Trace Camping,7040886.416666666,11
Noble Nomad Pictures,2605596.75,4
Noel Gay Motion Picture Company,3298216.0,5
Noel Pearson,498133.0,3
Noerlum Studios,95280.22222222222,35
Nomad Films,705924.6666666666,8
Nomadic Independence Pictures,6445.25,7
Nomadic Pictures,2175716.769230769,27
Nomura Babcock & Brown,42031013.75,20
Non-Stop Productions,11560615.25,20
Noodles Production,53224.15833333333,79
Nora Ephron Productions,9009477.25,4
Nord-Ouest Films,1492523.0,5
Nord-Ouest Productions,2545449.9512987016,94
Norddeutscher Rundfunk (NDR),17370020.26190476,87
Nordisk Film,38761694.40833333,251
Nordisk Film & TV Fond,10434568.2,17
Nordisk Film Distribution,1148278.8421052631,19
Nordisk Film Production A/S,556638.5,2
Nordisk Film- & TV-Fond,1899661.125,70
Nordisk Tonefilm International,1150000.0,2
Nordsvensk Filmunderhallning,674338.4,21
Norma Productions,3455063.2,14
Norman Twain Productions,246574.0,4
Norsk Film,499988.75,30
Norsk Rikskringkasting (NRK),5777.333333333333,25
Norsk TV2 AS,877938.7368421053,19
Nortesur Producciones,188572.14285714287,7
North Box Productions,42723037.5,2
North by Northwest Entertainment,1706461.4666666668,53
NorthSee,1359918.0,6
Northbrook Films,2645337.3333333335,3
Northern,85681.0,3
Northern Ireland Film and Television Commission,545631.3333333334,20
Northern Ireland Screen,1498350.9,48
Northern Lights Entertainment,296628557.5,27
Northern Lights Films,8502834.666666668,9
Northstar International,473230.5,5
Northwood Productions,455479.2,5
Noruz Films,352981.75,4
Nostromo Pictures,2472315.090909091,42
Notting Hill Pictures,90972419.5,4
Nouvelles Éditions de Film,263404.0,2
Nouvelles Éditions de Films (NEF),45337800.08571429,46
Novaya Zemlya,111143.75,4
Novo Arturo Films,106321.875,22
Novo RPI,21426813.333333336,15
Nozon,6000000.0,5
Nu Boyana Film Studios,51438611.75,6
Nu Image Entertainment,8418228.0,7
Nu Image Entertainment GmbH,28867270.997222222,48
Nu Image Films,343530335.60714287,172
Nu-Image Films,14634913.2,5
NuAmerica Entertainment,20882254.333333332,3
Numb Gums Production Inc.,2025238.0,1
Number 13,301605.63636363635,11
Number 9 Films,18406328.55952381,53
Nutcracker Holdings,4044739.75,4
Nutmeg Film Productions,12383.666666666666,3
Nuyorican Productions,13106463.75,12
Nvizage,25135451.5,4
O Entertainment,70795177.66666667,6
O' Salvation,3965535.5,8
O'Connor Brothers,6229665.6,5
O.D.D. Entertainment,11213.0,4
O.N.C. Entertainment,9003594.0,13
O2 Filmes,6074559.560439561,43
OB Productions,1215255.5,4
OG Project,8692915.0,2
OLM,8337585.333333333,12
ONO,41568.53333333333,18
OPM Dream Mill Cinemas,230000.0,1
ORF Film/Fernseh-Abkommen,2400000.0,22
Oak,17362500.0,2
Oak Pictures,8748662.0,4
Oak Productions,68649675.875,10
Oasis Films,66650893.75,8
Obelisk Productions,30996807.0,5
Occupant Entertainment,1468773.25,15
Ocean Films,3625000.0,4
Ocean Pictures,20785966.666666668,10
Oceana Media Finance,5434763.303030303,25
Oceanic Preservation Society,232484.4,5
Ocelot Films Inc.,96.0,3
Octagon Films,8478335.733333334,43
October Films,7900805.25,47
October Pictures,22357912.57142857,11
Odd Lot Entertainment,51324455.5,26
OddLot Entertainment,20134405.333333336,7
Odeon Film,114173.0,12
Odeon Films,71688.28571428571,29
Odin,97475734.14285715,7
Odyssey,9521444.5,4
Odyssey Entertainment,51800733.75,29
Off Color Films,7500000.0,4
Off Hollywood Pictures,11081.666666666666,22
Office Fédéral de la Culture,9727.923076923076,50
Office Kitano,2593040.0,50
Offspring Entertainment,276576528.3333334,24
Ognon Pictures,32138.95238095238,35
Oil Factory,6479.0,5
Oil Flick Films No.2,1430563.625,16
Old Bull Pictures,1715295.7142857143,7
Oldgarth Media,153.83333333333334,6
Olfactory Productions,134500.0,4
Olga Film GmbH,1254739.6666666667,15
Olive Bridge Entertainment,126652441.7,14
Ollin Studio,13049943.5,8
Olympus Pictures,8069829.566666666,25
Ombra Films,39900252.666666664,22
Omega Entertainment,1122163.3333333333,10
Omega Film GmbH,74951.16666666667,6
Omega Project,4345214.5,19
Omnilab Media,27636705.644444443,20
